page,mbfclink,bias_rating,factual_reporting,country,media_type,trafficpopularity,credibility_rating,source,domain,leaning,press_freedom_rank,bias_label_5_class
The Age,https://mediabiasfactcheck.com/the-age-australia/,LEFT-CENTER,HIGH,Australia,Newspaper,High Traffic,HIGH CREDIBILITY,http://www.theage.com.au/,theage.com.au,leftcenter,MOSTLY FREE,leftcenter
The Augusta Chronicle,https://mediabiasfactcheck.com/the-augusta-chronicle/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.augustachronicle.com/,augustachronicle.com,leftcenter,,leftcenter
Belfer Center for Science and International Affairs,https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/,LEFT-CENTER,HIGH,USA,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://www.belfercenter.org/,belfercenter.org,leftcenter,,leftcenter
The Bureau of Investigative Journalism,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,LEFT-CENTER,HIGH,United Kingdom (35/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://www.thebureauinvestigates.com/,thebureauinvestigates.com,leftcenter,,leftcenter
The Center for Economic Policy and Research,https://mediabiasfactcheck.com/the-center-for-economic-and-policy-research/,LEFT-CENTER,HIGH,USA,Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,http://cepr.net,cepr.net,leftcenter,,leftcenter
The Citizen,https://mediabiasfactcheck.com/the-citizen/,LEFT-CENTER,HIGH,Australia (26/180 Press Freedom),Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,https://www.thecitizen.org.au,thecitizen.org.au,leftcenter,,leftcenter
The City,https://mediabiasfactcheck.com/the-city/,LEFT-CENTER,HIGH,USA,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://thecity.nyc/,thecity.nyc,leftcenter,,leftcenter
The Coloradoan,https://mediabiasfactcheck.com/the-coloradoan/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.coloradoan.com/,coloradoan.com,leftcenter,,leftcenter
The Colorado Sun,https://mediabiasfactcheck.com/the-colorado-sun/,LEFT-CENTER,HIGH,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://coloradosun.com/,coloradosun.com,leftcenter,,leftcenter
The Council of Canadians,https://mediabiasfactcheck.com/the-council-of-canadians/,LEFT-CENTER,HIGH,Canada,Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,https://canadians.org,canadians.org,leftcenter,,leftcenter
The Courier-Journal,https://mediabiasfactcheck.com/the-courier-journal/,LEFT-CENTER,HIGH,USA (45/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.courier-journal.com/,courier-journal.com,leftcenter,,leftcenter
The Daily Citizen,https://mediabiasfactcheck.com/daily-citizen-dalton/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,http://www.daltondailycitizen.com/,daltondailycitizen.com,leftcenter,,leftcenter
The Daily Hive,https://mediabiasfactcheck.com/daily-hive/,LEFT-CENTER,MOSTLY FACTUAL,Canada (14/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://dailyhive.com/,dailyhive.com,leftcenter,,leftcenter
The Daily Star,https://mediabiasfactcheck.com/the-daily-star/,LEFT-CENTER,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.thedailystar.com/,thedailystar.com,leftcenter,,leftcenter
The Daily Tarheel,https://mediabiasfactcheck.com/the-daily-tarheel/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.dailytarheel.com/,dailytarheel.com,leftcenter,,leftcenter
The Day,https://mediabiasfactcheck.com/day-new-london/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.theday.com/,theday.com,leftcenter,,leftcenter
The Dominion Post,https://mediabiasfactcheck.com/the-dominion-post/,LEFT-CENTER,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.dominionpost.com/,dominionpost.com,leftcenter,,leftcenter
The European Council on Foreign Relations,https://mediabiasfactcheck.com/european-council-foreign-relations-ecfr/,LEFT-CENTER,HIGH,Germany (13/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://ecfr.eu/,ecfr.eu,leftcenter,,leftcenter
The Fulcrum,https://mediabiasfactcheck.com/the-fulcrum/,LEFT-CENTER,HIGH,USA,Website,Minimal Traffic,HIGH CREDIBILITY,https://thefulcrum.us/,thefulcrum.us,leftcenter,MOSTLY FREE,leftcenter
The Garden Island,https://mediabiasfactcheck.com/the-garden-island-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.thegardenisland.com/,thegardenisland.com,leftcenter,,leftcenter
The Glasgow Herald,https://mediabiasfactcheck.com/the-herald-scotland/,LEFT-CENTER,HIGH,United Kingdom,Newspaper,High Traffic,HIGH CREDIBILITY,https://www.heraldscotland.com/,heraldscotland.com,leftcenter,,leftcenter
The Goshen News,https://mediabiasfactcheck.com/the-goshen-news-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.goshennews.com/,goshennews.com,leftcenter,,leftcenter
The Guardian,https://mediabiasfactcheck.com/the-guardian/,LEFT-CENTER,MIXED,United Kingdom,Newspaper,High Traffic,MEDIUM CREDIBILITY,https://www.theguardian.com,theguardian.com,leftcenter,MOSTLY FREE,leftcenter
The Hawk Eye,https://mediabiasfactcheck.com/the-hawk-eye-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.thehawkeye.com/,thehawkeye.com,leftcenter,MOSTLY FREE,leftcenter
The Herald,https://mediabiasfactcheck.com/the-herald-everett/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.heraldnet.com/,heraldnet.com,leftcenter,,leftcenter
The Hill Times,https://mediabiasfactcheck.com/the-hill-times-bias/,LEFT-CENTER,HIGH,Canada,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.hilltimes.com/,hilltimes.com,leftcenter,MOSTLY FREE,leftcenter
The Hutchinson News,https://mediabiasfactcheck.com/the-hutchinson-news-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.hutchnews.com/,hutchnews.com,leftcenter,MOSTLY FREE,leftcenter
The Independent,https://mediabiasfactcheck.com/the-independent/,LEFT-CENTER,MIXED,United Kingdom,Newspaper,High Traffic,MEDIUM CREDIBILITY,https://www.independent.co.uk/us,independent.co.uk,leftcenter,MOSTLY FREE,leftcenter
The Indian Express,https://mediabiasfactcheck.com/the-indian-express/,LEFT-CENTER,MIXED,India (142/180 Press Freedom),Newspaper,High Traffic,MEDIUM CREDIBILITY,https://indianexpress.com/,indianexpress.com,leftcenter,,leftcenter
The Intercept,https://mediabiasfactcheck.com/the-intercept/,LEFT,MOSTLY FACTUAL,USA (45/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://theintercept.com/,theintercept.com,leftcenter,,left
The Irish Times,https://mediabiasfactcheck.com/the-irish-times/,LEFT-CENTER,HIGH,Ireland,Newspaper,High Traffic,HIGH CREDIBILITY,http://www.irishtimes.com/,irishtimes.com,leftcenter,EXCELLENT,leftcenter
The Irrawaddy,https://mediabiasfactcheck.com/the-irrawaddy/,LEFT-CENTER,HIGH,Thailand,Website,Medium Traffic,HIGH CREDIBILITY,https://www.irrawaddy.com/,irrawaddy.com,leftcenter,,leftcenter
The Korea Times,https://mediabiasfactcheck.com/the-korea-times/,LEFT-CENTER,MOSTLY FACTUAL,South Korea,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.koreatimes.co.kr/,koreatimes.co.kr,leftcenter,,leftcenter
The Lincoln Project,https://mediabiasfactcheck.com/the-lincoln-project/,LEFT-CENTER,MIXED,USA,Organization/Foundation,Medium Traffic,MEDIUM CREDIBILITY,https://lincolnproject.us/,lincolnproject.us,leftcenter,MOSTLY FREE,leftcenter
The List,https://mediabiasfactcheck.com/the-list/,LEFT-CENTER,MOSTLY FACTUAL,USA,Website,High Traffic,MEDIUM CREDIBILITY,https://www.thelist.com/,thelist.com,leftcenter,,leftcenter
The Maui News,https://mediabiasfactcheck.com/the-maui-news/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.mauinews.com/,mauinews.com,leftcenter,,leftcenter
The Motley Fool,https://mediabiasfactcheck.com/the-motley-fool/,LEFT-CENTER,HIGH,USA,Website,High Traffic,HIGH CREDIBILITY,https://www.fool.com/,fool.com,leftcenter,,leftcenter
The New Arab,https://mediabiasfactcheck.com/the-new-arab/,LEFT-CENTER,MOSTLY FACTUAL,United Kingdom(33/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://www.alaraby.co.uk/english,alaraby.co.uk,leftcenter,,leftcenter
The New Tropic,https://mediabiasfactcheck.com/the-new-tropic/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Website,Minimal Traffic,HIGH CREDIBILITY,https://thenewtropic.com,thenewtropic.com,leftcenter,,leftcenter
The Next Web,https://mediabiasfactcheck.com/the-next-web/,LEFT-CENTER,MOSTLY FACTUAL,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://thenextweb.com,thenextweb.com,leftcenter,,leftcenter
The Odyssey Online,https://mediabiasfactcheck.com/the-odyssey-online/,LEFT-CENTER,MIXED,USA (44/180 Press Freedom),website,Medium Traffic,MEDIUM CREDIBILITY,https://www.theodysseyonline.com,theodysseyonline.com,leftcenter,,leftcenter
The Olympian,https://mediabiasfactcheck.com/the-olympian/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.theolympian.com/,theolympian.com,leftcenter,,leftcenter
The Patriot-News,https://mediabiasfactcheck.com/the-patriot-news/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,High Traffic,HIGH CREDIBILITY,https://www.pennlive.com/,pennlive.com,leftcenter,,leftcenter
The Press Democrat,https://mediabiasfactcheck.com/the-press-democrat/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.pressdemocrat.com/,pressdemocrat.com,leftcenter,,leftcenter
The Punch,https://mediabiasfactcheck.com/the-punch-nigeria/,LEFT-CENTER,MIXED,Nigeria,Newspaper,High Traffic,MEDIUM CREDIBILITY,https://punchng.com/,punchng.com,leftcenter,,leftcenter
The Quint,https://mediabiasfactcheck.com/the-quint/,LEFT-CENTER,HIGH,India (142/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://www.thequint.com/,thequint.com,leftcenter,,leftcenter
The Santa Fe New Mexican,https://mediabiasfactcheck.com/santa-fe-new-mexican/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,http://www.santafenewmexican.com,santafenewmexican.com,leftcenter,,leftcenter
The Saturday Paper,https://mediabiasfactcheck.com/the-saturday-paper/,LEFT-CENTER,HIGH,Australia (25/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.thesaturdaypaper.com.au/,thesaturdaypaper.com.au,leftcenter,,leftcenter
The Skimm,https://mediabiasfactcheck.com/the-skimm/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,http://www.theskimm.com/,theskimm.com,leftcenter,,leftcenter
The State,https://mediabiasfactcheck.com/the-state/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.thestate.com/,thestate.com,leftcenter,MOSTLY FREE,leftcenter
The State Journal-Register,https://mediabiasfactcheck.com/the-state-journal-register-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.sj-r.com/,sj-r.com,leftcenter,MOSTLY FREE,leftcenter
The State Press,https://mediabiasfactcheck.com/the-state-press-arizona/,LEFT-CENTER,HIGH,USA,Website,Minimal Traffic,HIGH CREDIBILITY,https://www.statepress.com,statepress.com,leftcenter,,leftcenter
The Sydney Morning Herald,https://mediabiasfactcheck.com/the-sydney-morning-herald/,LEFT-CENTER,HIGH,Australia,Newspaper,High Traffic,HIGH CREDIBILITY,https://www.smh.com.au,smh.com.au,leftcenter,MOSTLY FREE,leftcenter
The Tab,https://mediabiasfactcheck.com/the-tab/,LEFT-CENTER,HIGH,United Kingdom (33/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://thetab.com/,thetab.com,leftcenter,,leftcenter
The Trace,https://mediabiasfactcheck.com/the-trace/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://www.thetrace.org,thetrace.org,leftcenter,,leftcenter
The Tyee,https://mediabiasfactcheck.com/the-tyee/,LEFT-CENTER,HIGH,Canada,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://thetyee.ca/,thetyee.ca,leftcenter,,leftcenter
The Varsity,https://mediabiasfactcheck.com/the-varsity/,LEFT-CENTER,HIGH,Canada (14/180 Press Freedom),Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://thevarsity.ca/,thevarsity.ca,leftcenter,,leftcenter
The Verge,https://mediabiasfactcheck.com/the-verge/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://www.theverge.com/,theverge.com,leftcenter,,leftcenter
The Virginian-Pilot,https://mediabiasfactcheck.com/the-virginian-pilot/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.pilotonline.com/,pilotonline.com,leftcenter,,leftcenter
TheWrap,https://mediabiasfactcheck.com/thewrap/,LEFT-CENTER,MIXED,USA (44/180 Press Freedom),Website,High Traffic,MEDIUM CREDIBILITY,https://www.thewrap.com,thewrap.com,leftcenter,,leftcenter
Thibodaux Daily Comet,https://mediabiasfactcheck.com/thibodaux-daily-comet-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.dailycomet.com/,dailycomet.com,leftcenter,MOSTLY FREE,leftcenter
Thomasville Times-Enterprise,https://mediabiasfactcheck.com/thomasville-times-enterprise-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.timesenterprise.com/,timesenterprise.com,leftcenter,,leftcenter
Thomson Reuters Foundation,https://mediabiasfactcheck.com/thomson-reuters-foundation/,LEFT-CENTER,HIGH,United Kingdom,Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://trust.org/,trust.org,leftcenter,,leftcenter
Tifton Gazette,https://mediabiasfactcheck.com/tifton-gazette-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.tiftongazette.com/,tiftongazette.com,leftcenter,,leftcenter
Time Magazine,https://mediabiasfactcheck.com/time/,LEFT-CENTER,HIGH,USA (45/180 Press Freedom),Magazine,High Traffic,HIGH CREDIBILITY,https://time.com/,time.com,leftcenter,,leftcenter
Times Headline,https://mediabiasfactcheck.com/times-headline/,LEFT-CENTER,MIXED,India (142/180 Press Freedom),Website,Minimal Traffic,MEDIUM CREDIBILITY,http://www.timesheadline.com,timesheadline.com,leftcenter,,leftcenter
Times of Israel,https://mediabiasfactcheck.com/times-of-israel/,LEFT-CENTER,HIGH,Israel (88/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,http://www.timesofisrael.com/,timesofisrael.com,leftcenter,,leftcenter
TMZ,https://mediabiasfactcheck.com/tmz/,LEFT-CENTER,MIXED,USA (44/180 Press Freedom),Website,High Traffic,LOW CREDIBILITY,https://www.tmz.com/,tmz.com,leftcenter,,leftcenter
Today.com,https://mediabiasfactcheck.com/today-com/,LEFT-CENTER,MOSTLY FACTUAL,USA,TV Station/Website,High Traffic,HIGH CREDIBILITY,https://www.today.com/,today.com,leftcenter,,leftcenter
Topeka Capital-Journal,https://mediabiasfactcheck.com/topeka-capital-journal/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.cjonline.com/,cjonline.com,leftcenter,MOSTLY FREE,leftcenter
Truth Be Told,https://mediabiasfactcheck.com/truth-be-told/,LEFT-CENTER,HIGH,USA (45/180 Press Freedom),Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,http://truthbetold.news/,truthbetold.news,leftcenter,,leftcenter
Tuscaloosa News,https://mediabiasfactcheck.com/tuscaloosa-news-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.tuscaloosanews.com/,tuscaloosanews.com,leftcenter,,leftcenter
TVA Nouvelles,https://mediabiasfactcheck.com/tva-nouvelles-bias/,LEFT-CENTER,MOSTLY FACTUAL,Canada,TV Station,High Traffic,HIGH CREDIBILITY,https://www.tvanouvelles.ca/,tvanouvelles.ca,leftcenter,,leftcenter
UAWire,https://mediabiasfactcheck.com/uawire/,LEFT-CENTER,MIXED,Ukraine,Website,Minimal Traffic,MEDIUM CREDIBILITY,https://uawire.org/,uawire.org,leftcenter,,leftcenter
Undark,https://mediabiasfactcheck.com/undark/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Magazine (digital),Medium Traffic,HIGH CREDIBILITY,https://undark.org,undark.org,leftcenter,,leftcenter
United Federation of Teachers,https://mediabiasfactcheck.com/united-federation-of-teachers-uft/,LEFT-CENTER,HIGH,USA (45/180 Press Freedom),Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,https://www.uft.org/,uft.org,leftcenter,,leftcenter
United States Citizenship and Immigration Services,https://mediabiasfactcheck.com/united-states-citizenship-and-immigration-services-uscis/,LEFT-CENTER,VERY HIGH,USA,Government Organization,High Traffic,HIGH CREDIBILITY,https://www.uscis.gov/,uscis.gov,leftcenter,,leftcenter
University Business,https://mediabiasfactcheck.com/university-business/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Website,Minimal Traffic,MEDIUM CREDIBILITY,https://www.universitybusiness.com/,universitybusiness.com,leftcenter,,leftcenter
Ukrayinska Pravda,https://mediabiasfactcheck.com/ukrayinska-pravda-the-ukrainian-truth/,LEFT-CENTER,MOSTLY FACTUAL,Ukraine,Website,High Traffic,HIGH CREDIBILITY,https://www.pravda.com.ua/,pravda.com.ua,leftcenter,,leftcenter
USA Today,https://mediabiasfactcheck.com/usa-today-2/,LEFT-CENTER,MOSTLY FACTUAL,USA,Newspaper,High Traffic,HIGH CREDIBILITY,https://www.usatoday.com,usatoday.com,leftcenter,MOSTLY FREE,leftcenter
UsNews and World Report,https://mediabiasfactcheck.com/us-news-world-report/,LEFT-CENTER,HIGH,USA (45/180 Press Freedom),Magazine,High Traffic,HIGH CREDIBILITY,https://www.usnews.com/,usnews.com,leftcenter,,leftcenter
Utah Public Radio,https://mediabiasfactcheck.com/utah-public-radio-upr/,LEFT-CENTER,HIGH,USA (44/180 Press Freedom),Radio Station,Minimal Traffic,HIGH CREDIBILITY,https://www.upr.org/,upr.org,leftcenter,,leftcenter
UVA – Center for Politics,https://mediabiasfactcheck.com/uva-center-for-politics-bias/,LEFT-CENTER,HIGH,USA,Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,https://centerforpolitics.org/,centerforpolitics.org,leftcenter,,leftcenter
Valdosta Daily Times,https://mediabiasfactcheck.com/valdosta-daily-times-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.valdostadailytimes.com/,valdostadailytimes.com,leftcenter,,leftcenter
Variety Magazine,https://mediabiasfactcheck.com/variety-magazine/,LEFT-CENTER,HIGH,USA,Magazine,High Traffic,HIGH CREDIBILITY,https://variety.com/,variety.com,leftcenter,,leftcenter
Ventura County Star,https://mediabiasfactcheck.com/ventura-county-star-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.vcstar.com/,vcstar.com,leftcenter,,leftcenter
Vera Files,https://mediabiasfactcheck.com/vera-files/,LEFT-CENTER,HIGH,Philippines (138/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://verafiles.org/,verafiles.org,leftcenter,,leftcenter
Vibe,https://mediabiasfactcheck.com/vibe/,LEFT-CENTER,MIXED,USA,Website,Medium Traffic,MEDIUM CREDIBILITY,https://www.vibe.com/,vibe.com,leftcenter,MOSTLY FREE,leftcenter
Vice News,https://mediabiasfactcheck.com/vice-news/,LEFT-CENTER,MOSTLY FACTUAL,USA (45/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://www.vice.com/,vice.com,leftcenter,,leftcenter
Victoria Advocate,https://mediabiasfactcheck.com/victoria-advocate/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.victoriaadvocate.com/,victoriaadvocate.com,leftcenter,,leftcenter
Victoria Buzz,https://mediabiasfactcheck.com/victoria-buzz-bias/,LEFT-CENTER,HIGH,Canada,Website,Medium Traffic,HIGH CREDIBILITY,https://www.victoriabuzz.com/,victoriabuzz.com,leftcenter,,leftcenter
Victorville Daily Press,https://mediabiasfactcheck.com/victorville-daily-press-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.vvdailypress.com/,vvdailypress.com,leftcenter,,leftcenter
Visalia Times-Delta,https://mediabiasfactcheck.com/visalia-times-delta-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.visaliatimesdelta.com/,visaliatimesdelta.com,leftcenter,MOSTLY FREE,leftcenter
VladTV,https://mediabiasfactcheck.com/vladtv-bias/,LEFT-CENTER,MIXED,USA,Website,High Traffic,MEDIUM CREDIBILITY,https://www.vladtv.com/,vladtv.com,leftcenter,MOSTLY FREE,leftcenter
Vote Vets,https://mediabiasfactcheck.com/votevets-org/,LEFT-CENTER,MIXED,USA,Organization/Foundation,Minimal Traffic,MEDIUM CREDIBILITY,https://www.votevets.org/,votevets.org,leftcenter,MOSTLY FREE,leftcenter
VTDigger,https://mediabiasfactcheck.com/vtdigger-bias/,LEFT-CENTER,HIGH,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://vtdigger.org/,vtdigger.org,leftcenter,MOSTLY FREE,leftcenter
